EmployeeID,Date,TasksCompleted,HoursWorked,EfficiencyScore
E002,2025-01-16,11,7.36,0.432
E002,2025-01-17,8,7.2,0.423
E002,2025-01-20,16,7.79,0.591
E002,2025-01-21,12,7.59,0.434
E002,2025-01-22,9,8.79,0.279
E002,2025-01-23,12,7.52,0.552
E002,2025-01-24,15,7.82,0.579
E002,2025-01-27,12,7.59,0.424
E002,2025-01-28,17,8.6,0.645
E002,2025-01-29,9,7.54,0.366
E002,2025-01-30,18,8.67,0.527
E002,2025-01-31,10,7.34,0.504
E002,2025-02-03,8,8.11,0.287
E002,2025-02-04,12,7.41,0.649
E002,2025-02-05,11,8.33,0.487
E002,2025-02-06,17,7.84,0.728
E002,2025-02-07,11,8.21,0.509
E002,2025-02-10,11,7.58,0.497
E002,2025-02-11,17,7.95,0.62
E002,2025-02-12,13,8.47,0.572
E002,2025-02-13,9,7.1,0.407
E002,2025-02-14,13,7.67,0.478
E002,2025-02-17,11,7.99,0.41
E002,2025-02-18,13,7.49,0.489
E002,2025-02-19,14,8.18,0.567
E002,2025-02-20,10,8.83,0.444
E002,2025-02-21,18,8.08,0.604
E002,2025-02-24,17,8.61,0.591
E002,2025-02-25,12,7.98,0.567
E002,2025-02-26,16,8.89,0.716
E002,2025-02-27,15,7.07,0.636
E002,2025-02-28,16,8.85,0.473
E002,2025-03-03,18,8.69,0.73
E002,2025-03-04,15,7.07,0.633
E002,2025-03-05,8,8.45,0.394
E002,2025-03-06,16,8.08,0.538
E002,2025-03-07,12,8.23,0.519
E002,2025-03-10,8,8.74,0.396
E002,2025-03-11,23,8.6,0.691
E002,2025-03-12,12,8.53,0.49
E002,2025-03-13,18,8.97,0.575
E002,2025-03-14,14,7.84,0.525
E002,2025-03-17,9,7.57,0.438
E002,2025-03-18,7,7.08,0.412
E002,2025-03-19,14,8.36,0.599
E002,2025-03-20,14,8.57,0.623
E002,2025-03-21,18,7.33,0.628
E002,2025-03-24,12,8.89,0.42
E002,2025-03-25,10,7.35,0.497
E002,2025-03-26,11,8.56,0.443
E002,2025-03-27,11,8.52,0.379
E002,2025-03-28,9,8.63,0.37
E002,2025-03-31,12,8.16,0.57
E002,2025-04-01,14,7.53,0.712
E002,2025-04-02,14,8.1,0.696
E002,2025-04-03,12,7.75,0.567
E002,2025-04-04,15,7.44,0.574
E002,2025-04-07,11,8.7,0.405
E002,2025-04-08,16,7.7,0.598
E002,2025-04-09,16,7.53,0.583
E002,2025-04-10,21,8.73,0.689
E002,2025-04-11,19,8.39,0.676
E002,2025-04-14,18,8.76,0.552
E002,2025-04-15,9,8.65,0.416
E002,2025-04-16,14,8.64,0.458
E002,2025-04-17,11,7.01,0.574
E002,2025-04-18,15,7.52,0.586
E002,2025-04-21,12,8.56,0.565
E002,2025-04-22,17,7.68,0.66
E002,2025-04-23,19,7.21,0.692
E002,2025-04-24,13,8.42,0.6
E002,2025-04-25,14,7.69,0.555
E002,2025-04-28,7,7.05,0.417
E002,2025-04-29,13,7.98,0.464
E002,2025-04-30,14,8.99,0.524
E002,2025-05-01,13,7.33,0.512
E002,2025-05-02,19,7.55,0.669
E002,2025-05-05,15,7.86,0.5
E002,2025-05-06,13,7.55,0.461
E002,2025-05-07,15,8.79,0.602
E002,2025-05-08,13,7.74,0.459
E002,2025-05-09,13,8.94,0.529
E002,2025-05-12,22,8.69,0.707
E002,2025-05-13,11,7.26,0.628
E002,2025-05-14,16,7.96,0.751
E002,2025-05-15,11,8.37,0.451
E002,2025-05-16,9,8.16,0.414
E002,2025-05-19,15,7.62,0.647
E002,2025-05-20,10,7.96,0.38
E002,2025-05-21,14,8.39,0.447
E002,2025-05-22,13,7.21,0.641
E002,2025-05-23,16,7.28,0.682
E002,2025-05-26,12,7.02,0.615
E002,2025-05-27,14,7.18,0.645
E002,2025-05-28,9,7.27,0.387
E002,2025-05-29,13,8.6,0.576
E002,2025-05-30,9,8.41,0.454
E002,2025-06-02,15,7.1,0.653
E002,2025-06-03,16,8.6,0.638
E002,2025-06-04,18,7.16,0.687
E002,2025-06-05,15,8.29,0.555
E002,2025-06-06,12,7.16,0.691
E002,2025-06-09,12,8.58,0.414
E002,2025-06-10,15,8.11,0.522
E002,2025-06-11,8,8.36,0.403
E002,2025-06-12,10,7.52,0.422
E002,2025-06-13,16,7.85,0.716
E002,2025-06-16,12,8.98,0.549
E002,2025-06-17,16,8.45,0.59
E002,2025-06-18,21,8.8,0.77
E002,2025-06-19,13,7.42,0.514
E002,2025-06-20,13,8.47,0.599
E002,2025-06-23,14,7.98,0.634
E002,2025-06-24,16,7.89,0.654
E002,2025-06-25,13,7.78,0.442
E002,2025-06-26,11,8.31,0.483
E002,2025-06-27,10,7.15,0.558
E002,2025-06-30,15,7.67,0.538
E002,2025-07-01,12,8.41,0.555
E002,2025-07-02,9,7.07,0.367
E002,2025-07-03,19,8.61,0.659
E002,2025-07-04,13,7.41,0.66
E002,2025-07-07,10,8.87,0.471
E002,2025-07-08,11,7.9,0.386
E002,2025-07-09,13,7.3,0.454
E002,2025-07-10,19,7.01,0.694
E002,2025-07-11,15,8.03,0.581
E002,2025-07-14,12,7.28,0.65
E002,2025-07-15,14,8.35,0.432
E002,2025-07-16,11,8.35,0.441
E002,2025-07-17,23,8.68,0.687
E002,2025-07-18,15,7.99,0.554
E002,2025-07-21,19,8.86,0.636
E002,2025-07-22,15,7.43,0.599
E002,2025-07-23,15,8.32,0.466
E002,2025-07-24,11,8.95,0.407
E002,2025-07-25,21,8.48,0.674
E002,2025-07-28,15,7.65,0.577
E002,2025-07-29,19,7.87,0.671
E002,2025-07-30,9,8.09,0.445
E002,2025-07-31,10,8.39,0.415
E002,2025-08-01,9,7.48,0.436
E002,2025-08-04,13,8.34,0.455
E002,2025-08-05,14,7.76,0.487
E002,2025-08-06,12,7.68,0.516
E002,2025-08-07,13,8.16,0.499
E002,2025-08-08,19,8.44,0.601
E002,2025-08-11,7,7.39,0.406
E002,2025-08-12,12,8.85,0.565
E002,2025-08-13,14,7.7,0.688
E002,2025-08-14,13,7.61,0.481
E002,2025-08-15,12,7.62,0.492
E002,2025-08-18,11,7.24,0.566
E002,2025-08-19,12,7.36,0.505
E002,2025-08-20,17,7.51,0.601
E002,2025-08-21,13,8.61,0.474
E002,2025-08-22,12,8.2,0.405
E002,2025-08-25,13,7.46,0.652
E002,2025-08-26,16,8.8,0.616
E002,2025-08-27,10,8.56,0.426
E002,2025-08-28,17,7.19,0.715
E002,2025-08-29,10,8.17,0.466
E002,2025-09-01,10,7.19,0.577
E002,2025-09-02,16,8.21,0.587
E002,2025-09-03,16,7.99,0.509
E002,2025-09-04,8,8.39,0.322
E002,2025-09-05,13,8.98,0.545
E002,2025-09-08,12,8.45,0.45
E002,2025-09-09,7,7.71,0.392
E002,2025-09-10,12,7.14,0.487
E002,2025-09-11,13,8.3,0.485
E002,2025-09-12,12,7.67,0.466
E002,2025-09-15,18,8.46,0.701
E002,2025-09-16,15,8.12,0.475
E002,2025-09-17,7,8.07,0.363
E002,2025-09-18,13,8.51,0.528
E002,2025-09-19,15,7.3,0.535
E002,2025-09-22,17,8.08,0.57
E002,2025-09-23,10,8.51,0.478
E002,2025-09-24,18,8.56,0.619
E002,2025-09-25,6,7.72,0.313
E002,2025-09-26,14,8.11,0.596
E002,2025-09-29,18,8.03,0.582
E002,2025-09-30,15,8.98,0.448
E003,2025-01-01,15,8.76,0.452
E003,2025-01-02,18,8.58,0.742
E003,2025-01-03,9,8.39,0.37
E003,2025-01-06,22,8.28,0.729
E003,2025-01-07,13,8.53,0.573
E003,2025-01-08,12,7.8,0.566
E003,2025-01-09,13,7.86,0.559
E003,2025-01-10,12,7.88,0.586
E003,2025-01-13,14,8.3,0.66
E003,2025-01-14,9,8.56,0.364
E003,2025-01-15,8,7.24,0.399
E003,2025-01-16,9,8.38,0.423
E003,2025-01-17,13,8.25,0.512
E003,2025-01-20,16,7.26,0.607
E003,2025-01-21,15,7.83,0.545
E003,2025-01-22,13,8.54,0.614
E003,2025-01-23,14,7.52,0.54
E003,2025-01-24,10,8.07,0.459
E003,2025-01-27,9,8.1,0.366
E003,2025-01-28,16,7.2,0.715
E003,2025-01-29,12,7.95,0.525
E003,2025-01-30,14,7.92,0.513
E003,2025-01-31,18,7.88,0.793
E003,2025-02-03,18,7.08,0.664
E003,2025-02-04,19,8.79,0.653
E003,2025-02-05,16,7.13,0.7
E003,2025-02-06,10,8.36,0.475
E003,2025-02-07,11,8.43,0.533
E003,2025-02-10,9,7.59,0.404
E003,2025-02-11,17,8.32,0.766
E003,2025-02-12,12,8.53,0.496
E003,2025-02-13,11,7.16,0.391
E003,2025-02-14,12,7.76,0.558
E003,2025-02-17,15,8.23,0.531
E003,2025-02-18,20,8.94,0.629
E003,2025-02-19,16,8.96,0.531
E003,2025-02-20,15,8.31,0.674
E003,2025-02-21,14,8.86,0.576
E003,2025-02-24,15,8.23,0.474
E003,2025-02-25,8,7.24,0.415
E003,2025-02-26,22,8.63,0.685
E003,2025-02-27,19,8.84,0.784
E003,2025-02-28,23,8.46,0.765
E003,2025-03-03,16,7.35,0.663
E003,2025-03-04,24,8.45,0.788
E003,2025-03-05,15,8.01,0.501
E003,2025-03-06,19,8.02,0.815
E003,2025-03-07,22,8.38,0.692
E003,2025-03-10,12,7.92,0.635
E003,2025-03-11,18,8.45,0.544
E003,2025-03-12,13,7.41,0.53
E003,2025-03-13,15,8.23,0.683
E003,2025-03-14,14,7.01,0.576
E003,2025-03-17,12,8.49,0.516
E003,2025-03-18,15,7.3,0.718
E003,2025-03-19,19,8.99,0.705
E003,2025-03-20,15,8.19,0.629
E003,2025-03-21,12,8.39,0.604
E003,2025-03-24,17,7.19,0.724
E003,2025-03-25,12,8.28,0.585
E003,2025-03-26,21,8.21,0.745
E003,2025-03-27,23,7.54,0.832
E003,2025-03-28,20,8.42,0.677
E003,2025-03-31,12,7.88,0.597
E003,2025-04-01,13,7.44,0.516
E003,2025-04-02,24,9.0,0.707
E003,2025-04-03,17,8.57,0.772
E003,2025-04-04,14,8.68,0.537
E003,2025-04-07,13,7.72,0.59
E003,2025-04-08,12,7.05,0.463
E003,2025-04-09,11,8.88,0.445
E003,2025-04-10,20,8.75,0.608
E003,2025-04-11,10,7.97,0.497
E003,2025-04-14,14,8.46,0.537
E003,2025-04-15,16,7.32,0.649
E003,2025-04-16,15,8.5,0.528
E003,2025-04-17,21,7.49,0.754
E003,2025-04-18,13,7.54,0.488
E003,2025-04-21,16,7.13,0.584
E003,2025-04-22,12,8.06,0.491
E003,2025-04-23,18,8.12,0.584
E003,2025-04-24,10,7.84,0.463
E003,2025-04-25,17,8.13,0.663
E003,2025-04-28,20,8.22,0.84
E003,2025-04-29,13,7.5,0.461
E003,2025-04-30,13,8.05,0.627
E003,2025-05-01,21,8.42,0.755
E003,2025-05-02,12,7.92,0.478
E003,2025-05-05,13,7.82,0.481
E003,2025-05-06,17,7.12,0.75
E003,2025-05-07,17,8.57,0.717
E003,2025-05-08,11,7.33,0.536
E003,2025-05-09,22,8.76,0.658
E003,2025-05-12,18,7.48,0.78
E003,2025-05-13,23,8.82,0.816
E003,2025-05-14,14,7.21,0.595
E003,2025-05-15,20,8.93,0.822
E003,2025-05-16,17,7.57,0.613
E003,2025-05-19,21,7.79,0.722
E003,2025-05-20,17,7.32,0.672
E003,2025-05-21,20,8.81,0.787
E003,2025-05-22,16,7.28,0.797
E003,2025-05-23,12,7.3,0.526
E003,2025-05-26,19,7.17,0.715
E003,2025-05-27,24,7.84,0.775
E003,2025-05-28,15,8.27,0.697
E003,2025-05-29,16,7.03,0.72
E003,2025-05-30,20,8.44,0.63
E003,2025-06-02,13,8.72,0.43
E003,2025-06-03,16,8.42,0.677
E003,2025-06-04,15,7.72,0.612
E003,2025-06-05,17,7.67,0.823
E003,2025-06-06,16,7.7,0.685
E003,2025-06-09,20,8.3,0.706
E003,2025-06-10,17,8.96,0.569
E003,2025-06-11,13,8.35,0.549
E003,2025-06-12,17,8.67,0.682
E003,2025-06-13,19,8.39,0.712
E003,2025-06-16,20,8.88,0.607
E003,2025-06-17,19,8.58,0.666
E003,2025-06-18,11,8.12,0.552
E003,2025-06-19,19,7.92,0.642
E003,2025-06-20,14,7.22,0.66
E003,2025-06-23,14,8.48,0.45
E003,2025-06-24,16,8.82,0.523
E003,2025-06-25,21,7.04,0.782
E003,2025-06-26,21,7.56,0.759
E003,2025-06-27,12,8.41,0.453
E003,2025-06-30,9,8.2,0.379
E003,2025-07-01,11,8.49,0.536
E003,2025-07-02,25,8.19,0.802
E003,2025-07-03,11,7.16,0.551
E003,2025-07-04,25,8.99,0.742
E003,2025-07-07,16,7.13,0.61
E003,2025-07-08,22,8.66,0.676
E003,2025-07-09,17,8.03,0.684
E003,2025-07-10,19,8.2,0.628
E003,2025-07-11,16,8.21,0.585
E003,2025-07-14,12,8.02,0.607
E003,2025-07-15,17,7.98,0.618
E003,2025-07-16,23,8.01,0.866
E003,2025-07-17,11,7.51,0.49
E003,2025-07-18,15,7.39,0.6
E003,2025-07-21,10,7.41,0.434
E003,2025-07-22,12,8.14,0.487
E003,2025-07-23,14,8.86,0.512
E003,2025-07-24,10,7.69,0.419
E003,2025-07-25,21,7.99,0.773
E003,2025-07-28,19,7.79,0.782
E003,2025-07-29,17,8.82,0.551
E003,2025-07-30,23,8.91,0.703
E003,2025-07-31,8,8.27,0.402
E003,2025-08-01,11,8.37,0.532
E003,2025-08-04,13,7.91,0.54
E003,2025-08-05,10,7.14,0.548
E003,2025-08-06,16,8.88,0.534
E003,2025-08-07,17,7.02,0.738
E003,2025-08-08,21,8.23,0.679
E003,2025-08-11,12,7.28,0.697
E003,2025-08-12,13,7.59,0.544
E003,2025-08-13,15,8.46,0.54
E003,2025-08-14,20,8.38,0.774
E003,2025-08-15,16,8.58,0.625
E003,2025-08-18,21,8.64,0.662
E003,2025-08-19,16,8.16,0.669
E003,2025-08-20,18,8.41,0.608
E003,2025-08-21,15,7.29,0.546
E003,2025-08-22,9,7.31,0.487
E003,2025-08-25,13,7.14,0.586
E003,2025-08-26,16,8.35,0.594
E003,2025-08-27,15,7.28,0.647
E003,2025-08-28,12,8.01,0.405
E003,2025-08-29,12,7.05,0.503
E003,2025-09-01,16,7.58,0.566
E003,2025-09-02,13,8.78,0.454
E003,2025-09-03,19,8.97,0.728
E003,2025-09-04,17,7.68,0.688
E003,2025-09-05,10,8.11,0.397
E003,2025-09-08,14,7.6,0.679
E003,2025-09-09,11,7.12,0.545
E003,2025-09-10,13,7.69,0.514
E003,2025-09-11,13,7.89,0.488
E003,2025-09-12,16,8.14,0.603
E003,2025-09-15,10,7.79,0.528
E003,2025-09-16,17,8.93,0.505
E003,2025-09-17,20,8.07,0.681
E003,2025-09-18,10,8.59,0.438
E003,2025-09-19,17,8.89,0.737
E003,2025-09-22,16,8.73,0.572
E003,2025-09-23,11,7.57,0.561
E003,2025-09-24,18,7.98,0.69
E003,2025-09-25,16,8.96,0.593
E003,2025-09-26,17,8.91,0.721
E003,2025-09-29,14,8.71,0.518
E003,2025-09-30,19,8.02,0.697
E004,2025-01-01,14,7.04,0.629
E004,2025-01-02,11,7.27,0.555
E004,2025-01-03,11,8.61,0.464
E004,2025-01-06,8,7.03,0.339
E004,2025-01-07,13,8.48,0.597
E004,2025-01-08,18,8.53,0.566
E004,2025-01-09,12,7.18,0.548
E004,2025-01-10,5,7.13,0.245
E004,2025-01-13,8,8.62,0.256
E004,2025-01-14,6,7.6,0.328
E004,2025-01-15,14,8.59,0.488
E004,2025-01-16,6,7.59,0.313
E004,2025-01-17,11,8.61,0.356
E004,2025-01-20,9,7.95,0.417
E004,2025-01-21,16,8.96,0.535
E004,2025-01-22,10,8.78,0.374
E004,2025-01-23,12,8.17,0.463
E004,2025-01-24,8,8.43,0.275
E004,2025-01-27,15,8.11,0.596
E004,2025-01-28,7,7.99,0.316
E004,2025-01-29,8,8.26,0.395
E004,2025-01-30,13,7.55,0.51
E004,2025-01-31,7,8.68,0.33
E004,2025-02-03,7,7.2,0.345
E004,2025-02-04,11,8.69,0.452
E004,2025-02-05,14,8.82,0.55
E004,2025-02-06,16,7.18,0.66
E004,2025-02-07,11,8.41,0.545
E004,2025-02-10,8,8.43,0.299
E004,2025-02-11,14,7.21,0.564
E004,2025-02-12,12,7.1,0.569
E004,2025-02-13,10,7.92,0.473
E004,2025-02-14,8,7.74,0.431
E004,2025-02-17,15,8.7,0.619
E004,2025-02-18,15,7.94,0.507
E004,2025-02-19,8,7.59,0.433
E004,2025-02-20,15,8.48,0.602
E004,2025-02-21,16,7.4,0.598
E004,2025-02-24,7,7.74,0.37
E004,2025-02-25,5,8.67,0.266
E004,2025-02-26,8,7.67,0.444
E004,2025-02-27,8,7.81,0.347
E004,2025-02-28,8,7.02,0.376
E004,2025-03-03,20,7.62,0.727
E004,2025-03-04,18,8.04,0.577
E004,2025-03-05,6,7.53,0.348
E004,2025-03-06,11,8.55,0.423
E004,2025-03-07,16,8.95,0.481
E004,2025-03-10,8,8.8,0.261
E004,2025-03-11,9,7.61,0.458
E004,2025-03-12,8,7.49,0.348
E004,2025-03-13,18,8.92,0.527
E004,2025-03-14,17,8.98,0.572
E004,2025-03-17,12,7.45,0.623
E004,2025-03-18,10,8.24,0.336
E004,2025-03-19,13,8.27,0.526
E004,2025-03-20,11,7.52,0.522
E004,2025-03-21,18,8.78,0.607
E004,2025-03-24,4,7.29,0.252
E004,2025-03-25,13,8.92,0.474
E004,2025-03-26,11,8.0,0.395
E004,2025-03-27,10,7.92,0.391
E004,2025-03-28,8,7.09,0.434
E004,2025-03-31,14,7.48,0.493
E004,2025-04-01,14,8.9,0.408
E004,2025-04-02,13,7.52,0.56
E004,2025-04-03,13,7.15,0.536
E004,2025-04-04,23,8.82,0.673
E004,2025-04-07,19,8.04,0.611
E004,2025-04-08,13,8.44,0.57
E004,2025-04-09,10,8.33,0.474
E004,2025-04-10,9,7.02,0.511
E004,2025-04-11,13,8.85,0.522
E004,2025-04-14,15,8.7,0.5
E004,2025-04-15,6,7.86,0.305
E004,2025-04-16,10,7.58,0.445
E004,2025-04-17,14,8.99,0.646
E004,2025-04-18,16,8.51,0.51
E004,2025-04-21,13,8.15,0.56
E004,2025-04-22,16,7.72,0.607
E004,2025-04-23,9,7.38,0.329
E004,2025-04-24,5,7.08,0.286
E004,2025-04-25,9,8.73,0.388
E004,2025-04-28,15,8.16,0.565
E004,2025-04-29,15,7.56,0.678
E004,2025-04-30,17,7.95,0.694
E004,2025-05-01,8,8.18,0.376
E004,2025-05-02,7,7.14,0.42
E004,2025-05-05,16,8.01,0.662
E004,2025-05-06,17,8.39,0.573
E004,2025-05-07,16,7.3,0.593
E004,2025-05-08,9,7.08,0.479
E004,2025-05-09,10,7.0,0.499
E004,2025-05-12,10,7.61,0.466
E004,2025-05-13,9,8.46,0.279
E004,2025-05-14,12,8.7,0.465
E004,2025-05-15,12,7.65,0.471
E004,2025-05-16,18,8.8,0.576
E004,2025-05-19,15,8.51,0.598
E004,2025-05-20,14,8.09,0.495
E004,2025-05-21,11,8.56,0.397
E004,2025-05-22,17,8.43,0.565
E004,2025-05-23,10,8.03,0.403
E004,2025-05-26,15,7.92,0.506
E004,2025-05-27,19,8.46,0.609
E004,2025-05-28,9,7.69,0.394
E004,2025-05-29,21,8.71,0.68
E004,2025-05-30,14,7.99,0.601
E004,2025-06-02,11,8.57,0.388
E004,2025-06-03,12,7.47,0.453
E004,2025-06-04,19,8.09,0.622
